PSR Number,Description,Status,Date Originated,Final Complete Date,Product Line(s),Complaint Details.Adverse Event Suspected?,Complaint Details.Facility Country,Complaint Details.Lot/Serial Number,Complaint Details.Complaint Received By,Complaint Details.Investigation Result Code (N/A to all QMS),Complaint Details.Customer Symptom Code
00001489,Description 1489,Submitted,12/07/2017 09:01:10 PM PST,,Product 4,No,Germany,700404,Name 1489,,Other
00001490,Description 1490,Closed,12/07/2017 09:01:10 PM PST,12/07/2017 10:16:27 PM PST,Product 5,No,Germany,N/A,Name 1490,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001491,Description 1491,Submitted,12/07/2017 09:01:11 PM PST,,Product 6,No,Germany,389790,Name 1491,,Other
00001492,Description 1492,Closed,12/07/2017 09:01:11 PM PST,12/07/2017 10:18:28 PM PST,Product 7,No,Germany,N/A,Name 1492,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001493,Description 1493,Submitted,12/07/2017 09:01:12 PM PST,,Product 8,No,Germany,144321,Name 1493,,Other
00001494,Description 1494,Submitted,12/07/2017 09:01:12 PM PST,,Product 9,No,Germany,136527,Name 1494,,Other
00001495,Description 1495,Closed,12/07/2017 09:01:13 PM PST,12/07/2017 10:19:35 PM PST,Product 10,No,Germany,N/A,Name 1495,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001496,Description 1496,Closed,12/07/2017 09:01:15 PM PST,12/07/2017 10:21:03 PM PST,Product 11,No,Germany,N/A,Name 1496,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001497,Description 1497,Canceled,12/07/2017 09:01:19 PM PST,,Product 12,No,Denmark,12393,Name 1497,,Headset
00001498,Description 1498,Closed,12/07/2017 09:01:20 PM PST,12/07/2017 11:36:53 PM PST,Product 13,No,United Kingdom,131556,Name 1498,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00001499,Description 1499,Closed,12/07/2017 09:01:57 PM PST,01/14/2018 11:01:38 PM PST,Product 14,No,Germany,N/A,Name 1499,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001500,Description 1500,Closed,12/07/2017 09:02:05 PM PST,12/07/2017 10:22:13 PM PST,Product 15,No,Germany,N/A,Name 1500,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001501,Description 1501,Closed,12/07/2017 09:02:17 PM PST,01/14/2018 11:03:11 PM PST,Product 16,No,Germany,N/A,Name 1501,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001502,Description 1502,Closed,12/07/2017 09:02:30 PM PST,12/07/2017 11:39:42 PM PST,Product 17,No,Finland,34786,Name 1502,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00001503,Description 1503,Submitted,12/08/2017 09:00:50 PM PST,,Product 18,No,Saudi Arabia,256523,Name 1503,,Main/Digital Board
00001504,Description 1504,Closed,12/08/2017 09:00:52 PM PST,12/12/2017 03:04:03 AM PST,Product 19,No,Germany,701233,Name 1504,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00001505,Description 1505,Closed,12/08/2017 09:00:53 PM PST,12/12/2017 03:05:46 AM PST,Product 20,No,Germany,702429,Name 1505,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00001506,Description 1506,Closed,12/08/2017 09:00:53 PM PST,12/12/2017 03:31:48 AM PST,Product 21,No,Germany,119019-EBBQ,Name 1506,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00001507,Description 1507,Closed,12/08/2017 09:00:54 PM PST,12/12/2017 03:38:16 AM PST,Product 22,No,United Kingdom,N/A,Name 1507,"N/A, Complaint Closed Prior To This Field Implementation",PSU/Charger
00001508,Description 1508,Submitted,12/08/2017 09:00:57 PM PST,,Product 23,No,United Kingdom,136527,Name 1508,,Other
00001509,Description 1509,Submitted,12/08/2017 09:00:57 PM PST,,Product 24,No,Ireland,1257,Name 1509,"N/A, Complaint Closed Prior To This Field Implementation",Chassis
00001510,Description 1510,Closed,12/08/2017 09:00:58 PM PST,12/12/2017 03:42:52 AM PST,Product 25,No,Ireland,382609,Name 1510,"N/A, Complaint Closed Prior To This Field Implementation",Cable issue
00001511,Description 1511,Closed,12/08/2017 09:00:59 PM PST,12/12/2017 03:47:21 AM PST,Product 26,No,United Kingdom,EP-TE25788,Name 1511,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00001512,Description 1512,Closed,12/08/2017 09:01:04 PM PST,12/12/2017 03:56:03 AM PST,Product 27,No,Germany,343769,Name 1512,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001513,Description 1513,Closed,12/08/2017 09:01:05 PM PST,12/12/2017 03:57:16 AM PST,Product 28,No,Germany,N/A,Name 1513,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001514,Description 1514,Closed,12/08/2017 09:01:05 PM PST,12/12/2017 03:59:39 AM PST,Product 29,No,Norway,70173,Name 1514,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00001515,Description 1515,Submitted,12/08/2017 09:01:06 PM PST,,Product 30,No,USA,941667,Name 1515,,Probe
00001516,Description 1516,Submitted,12/08/2017 09:01:11 PM PST,,Product 31,No,USA,187685,Name 1516,"N/A, Complaint Closed Prior To This Field Implementation",Pump
00001517,Description 1517,Closed,12/08/2017 09:01:16 PM PST,12/12/2017 04:35:13 AM PST,Product 32,No,Germany,N/A,Name 1517,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001518,Description 1518,Closed,12/08/2017 09:01:16 PM PST,12/12/2017 04:38:34 AM PST,Product 33,No,Germany,80978,Name 1518,"N/A, Complaint Closed Prior To This Field Implementation",Headset
00001519,Description 1519,Closed,12/08/2017 09:01:17 PM PST,12/12/2017 04:49:27 AM PST,Product 34,No,Germany,701606,Name 1519,"N/A, Complaint Closed Prior To This Field Implementation",Computer Issue
00001520,Description 1520,Closed,12/08/2017 09:01:17 PM PST,12/12/2017 04:51:41 AM PST,Product 35,No,Germany,140396,Name 1520,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00001521,Description 1521,Closed,12/08/2017 09:01:22 PM PST,01/14/2018 11:40:40 PM PST,Product 36,No,Germany,N/A,Name 1521,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001522,Description 1522,Closed,12/08/2017 09:01:22 PM PST,01/14/2018 11:42:05 PM PST,Product 37,No,Germany,N/A,Name 1522,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001523,Description 1523,Closed,12/08/2017 09:01:23 PM PST,01/14/2018 11:43:52 PM PST,Product 38,No,Germany,N/A,Name 1523,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001524,Description 1524,Closed,12/11/2017 09:00:46 PM PST,12/12/2017 04:57:20 AM PST,Product 39,No,France,33255,Name 1524,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00001525,Description 1525,Closed,12/11/2017 09:00:47 PM PST,12/12/2017 05:00:58 AM PST,Product 40,No,Germany,N/A,Name 1525,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001526,Description 1526,Submitted,12/08/2017 09:01:41 PM PST,,Product 41,No,Ireland,113079,Name 1526,Taastrup|Fitting and Verification|Other|Other|Other,
00001527,Description 1527,Closed,12/08/2017 09:01:42 PM PST,12/12/2017 05:06:23 AM PST,Product 42,No,United Kingdom,388633-386387,Name 1527,"N/A, Complaint Closed Prior To This Field Implementation",PSU/Charger
00001528,Description 1528,Closed,12/08/2017 09:01:43 PM PST,01/14/2018 11:45:18 PM PST,Product 43,No,Germany,N/A,Name 1528,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001529,Description 1529,Closed,12/08/2017 09:01:51 PM PST,12/13/2017 12:33:25 AM PST,Product 44,No,Germany,N/A,Name 1529,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001530,Description 1530,Closed,12/08/2017 09:02:00 PM PST,12/12/2017 05:10:45 AM PST,Product 45,No,Germany,380198,Name 1530,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001531,Description 1531,Closed,12/08/2017 09:02:00 PM PST,12/13/2017 12:35:00 AM PST,Product 46,No,Germany,N/A,Name 1531,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001532,Description 1532,Closed,12/08/2017 09:02:01 PM PST,01/14/2018 11:48:37 PM PST,Product 47,No,Germany,N/A,Name 1532,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001533,Description 1533,Closed,12/08/2017 09:02:01 PM PST,01/14/2018 11:51:48 PM PST,Product 48,No,Germany,N/A,Name 1533,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001534,Description 1534,Closed,12/08/2017 09:02:02 PM PST,01/14/2018 11:54:14 PM PST,Product 49,No,Germany,N/A,Name 1534,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001535,Description 1535,Closed,12/08/2017 09:02:02 PM PST,01/14/2018 11:57:04 PM PST,Product 50,No,Germany,N/A,Name 1535,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001536,Description 1536,Closed,12/11/2017 09:00:50 PM PST,12/12/2017 05:14:31 AM PST,Product 51,No,Korea,310644,Name 1536,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001537,Description 1537,Submitted,12/11/2017 09:00:55 PM PST,,Product 52,No,Singapore,216162,Name 1537,Taastrup|Vestibular Testing|HW|Laser|Uncertain,
00001538,Description 1538,Closed,12/09/2017 09:00:53 PM PST,12/12/2017 05:21:30 AM PST,Product 53,No,Germany,210165,Name 1538,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001539,Description 1539,Submitted,12/11/2017 09:00:56 PM PST,,Product 54,No,Norway,ZO000764,Name 1539,,Probe
00001540,Description 1540,Submitted,12/11/2017 09:01:00 PM PST,,Product 55,No,USA,225434,Name 1540,,Pump
00001541,Description 1541,Closed,12/11/2017 09:01:01 PM PST,12/12/2017 05:29:45 AM PST,Product 56,No,Saudi Arabia,2229,Name 1541,"N/A, Complaint Closed Prior To This Field Implementation",Main/Digital Board
00001542,Description 1542,Closed,12/11/2017 09:01:03 PM PST,12/12/2017 05:32:22 AM PST,Product 57,No,Turkey,1003897,Name 1542,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00001543,Description 1543,Closed,12/11/2017 09:01:08 PM PST,12/12/2017 05:41:41 AM PST,Product 58,No,Spain,CONS-193472,Name 1543,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001544,Description 1544,Closed,12/11/2017 09:01:09 PM PST,12/13/2017 02:02:55 AM PST,Product 59,No,Denmark,295353,Name 1544,"N/A, Complaint Closed Prior To This Field Implementation",Main/Digital Board
00001545,Description 1545,Closed,12/11/2017 09:01:11 PM PST,12/17/2017 11:31:02 PM PST,Product 60,No,Germany,N/A,Name 1545,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001546,Description 1546,Closed,12/11/2017 09:01:12 PM PST,12/17/2017 11:38:51 PM PST,Product 61,No,France,N/A,Name 1546,"N/A, Complaint Closed Prior To This Field Implementation",Accessories
00001547,Description 1547,Closed,12/12/2017 09:00:45 PM PST,12/13/2017 12:36:24 AM PST,Product 62,No,Germany,N/A,Name 1547,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001548,Description 1548,Submitted,12/12/2017 09:00:45 PM PST,,Product 63,No,Germany,48157,Name 1548,,
00001549,Description 1549,Submitted,12/11/2017 09:01:15 PM PST,,Product 64,No,Germany,N/A,Name 1549,,"Routine maintenance, calibrati"
00001550,Description 1550,Submitted,12/11/2017 09:01:15 PM PST,,Product 65,No,Germany,441363,Name 1550,,Cable issue
00001551,Description 1551,Closed,12/11/2017 09:01:16 PM PST,12/17/2017 11:46:02 PM PST,Product 66,No,Germany,30890,Name 1551,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00001552,Description 1552,Closed,12/12/2017 09:00:46 PM PST,12/17/2017 11:46:09 PM PST,Product 67,No,Germany,N/A,Name 1552,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00001553,Description 1553,Closed,12/11/2017 09:01:17 PM PST,12/17/2017 11:52:23 PM PST,Product 68,No,United Kingdom,129266,Name 1553,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00001554,Description 1554,Submitted,12/11/2017 09:01:24 PM PST,,Product 69,No,Italy,OTO1411129,Name 1554,,
00001555,Description 1555,Closed,12/11/2017 09:01:34 PM PST,01/15/2018 12:17:31 AM PST,Product 70,No,United Kingdom,N/A,Name 1555,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001556,Description 1556,Submitted,12/11/2017 09:01:36 PM PST,,Product 71,No,Ireland,375188,Name 1556,,Cable issue
00001557,Description 1557,Submitted,12/11/2017 09:01:37 PM PST,,Product 72,No,United Kingdom,959578,Name 1557,,Probe
00001558,Description 1558,Closed,12/12/2017 09:00:47 PM PST,01/15/2018 12:19:25 AM PST,Product 73,No,Germany,N/A,Name 1558,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00001559,Description 1559,Closed,12/12/2017 09:00:47 PM PST,01/15/2018 12:26:14 AM PST,Product 74,No,Germany,296974,Name 1559,"N/A, Complaint Closed Prior To This Field Implementation","Routine maintenance, calibrati"
00001560,Description 1560,Submitted,12/11/2017 09:01:41 PM PST,,Product 75,No,Denmark,215334,Name 1560,,Cable issue
00001561,Description 1561,Submitted,12/11/2017 09:01:41 PM PST,,Product 76,No,Denmark,215335,Name 1561,,Probe
00001562,Description 1562,Closed,12/11/2017 09:01:44 PM PST,01/15/2018 12:35:24 AM PST,Product 77,No,Italy,N/A,Name 1562,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00001563,Description 1563,Submitted,12/12/2017 09:00:53 PM PST,,Product 78,No,United Arab Emirates,266954,Name 1563,,
00001564,Description 1564,Canceled,12/12/2017 09:00:54 PM PST,,Product 79,,Australia,,Name 1564,,
00001565,Description 1565,Submitted,12/12/2017 09:00:54 PM PST,,Product 80,No,United Kingdom,N/A,Name 1565,,Other
00001566,Description 1566,Canceled,12/12/2017 09:00:54 PM PST,,Product 81,,Germany,,Name 1566,,
00001567,Description 1567,Submitted,12/12/2017 09:00:55 PM PST,,Product 82,No,Ireland,382826,Name 1567,,Probe
00001568,Description 1568,Submitted,12/12/2017 09:00:55 PM PST,,Product 83,No,Germany,64979,Name 1568,,
00001569,Description 1569,Closed,12/12/2017 09:00:59 PM PST,12/13/2017 12:41:37 AM PST,Product 84,No,Germany,N/A,Name 1569,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001570,Description 1570,Closed,12/12/2017 09:01:00 PM PST,03/23/2018 02:31:49 AM PDT,Product 85,No,Japan,N/A,Name 1570,"N/A, Complaint Closed Prior To This Field Implementation",Accessories
00001571,Description 1571,Canceled,12/12/2017 09:01:02 PM PST,,Product 86,No,Italy,N/A,Name 1571,,Other
00001572,Description 1572,Closed,12/12/2017 09:01:04 PM PST,01/15/2018 01:06:11 AM PST,Product 87,No,Germany,N/A,Name 1572,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001573,Description 1573,Submitted,12/12/2017 09:01:07 PM PST,,Product 88,No,Spain,263855,Name 1573,,
00001574,Description 1574,Submitted,12/12/2017 09:01:08 PM PST,,Product 89,No,Nepal,62474,Name 1574,,
00001575,Description 1575,Submitted,12/12/2017 09:01:09 PM PST,,Product 90,No,USA,223710,Name 1575,,Display
00001576,Description 1576,Submitted,12/12/2017 09:01:09 PM PST,,Product 91,No,USA,82953,Name 1576,,Probe
00001577,Description 1577,Submitted,12/12/2017 09:01:10 PM PST,,Product 92,No,USA,210950,Name 1577,"N/A, Complaint Closed Prior To This Field Implementation",Pump
00001578,Description 1578,Submitted,12/12/2017 09:01:11 PM PST,,Product 93,No,USA,194623,Name 1578,,Main/Digital Board
00001579,Description 1579,Submitted,12/12/2017 09:01:19 PM PST,,Product 94,No,United Kingdom,143073,Name 1579,,Display
00001580,Description 1580,Submitted,12/12/2017 09:01:20 PM PST,,Product 95,No,United Kingdom,132183,Name 1580,,
00001581,Description 1581,Submitted,12/12/2017 09:01:20 PM PST,,Product 96,No,United Kingdom,132168,Name 1581,,
00001582,Description 1582,Submitted,12/12/2017 09:01:21 PM PST,,Product 97,No,United Kingdom,143149,Name 1582,Taastrup|Otoscopy|HW|Camera|Image flickering,Cable issue
00001583,Description 1583,Submitted,12/12/2017 09:01:21 PM PST,,Product 98,No,United Kingdom,143054,Name 1583,,
00001584,Description 1584,Submitted,12/12/2017 09:01:22 PM PST,,Product 99,No,United Kingdom,143039,Name 1584,Taastrup|Otoscopy|HW|LED Lamp|Uncertain,
00001585,Description 1585,Submitted,12/12/2017 09:01:22 PM PST,,Product 1,No,United Kingdom,948241,Name 1585,,Headset
00001586,Description 1586,Closed,12/12/2017 09:01:28 PM PST,01/15/2018 01:08:39 AM PST,Product 2,No,Germany,N/A,Name 1586,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001587,Description 1587,Closed,12/13/2017 09:00:47 PM PST,12/17/2017 10:49:04 PM PST,Product 3,No,Germany,N/A,Name 1587,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001588,Description 1588,Closed,12/13/2017 09:00:48 PM PST,07/16/2018 01:03:06 AM PDT,Product 4,No,Germany,84211943,Name 1588,N/A,Other
00001589,Description 1589,Closed,12/13/2017 09:00:49 PM PST,12/17/2017 10:51:20 PM PST,Product 5,No,Germany,N/A,Name 1589,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001590,Description 1590,Closed,12/14/2017 09:00:45 PM PST,01/15/2018 01:16:44 AM PST,Product 6,No,Germany,N/A,Name 1590,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001591,Description 1591,Closed,12/14/2017 09:00:45 PM PST,12/18/2017 05:52:59 AM PST,Product 7,No,Germany,974540,Name 1591,"N/A, Complaint Closed Prior To This Field Implementation",Obsolete Part/Product
00001592,Description 1592,Closed,12/14/2017 09:00:46 PM PST,12/17/2017 10:52:37 PM PST,Product 8,No,Germany,N/A,Name 1592,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001593,Description 1593,Submitted,12/14/2017 09:00:47 PM PST,,Product 9,No,Germany,N/A,Name 1593,,Other
00001594,Description 1594,Closed,12/14/2017 09:00:47 PM PST,12/17/2017 10:53:55 PM PST,Product 10,No,Germany,N/A,Name 1594,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001595,Description 1595,Submitted,12/14/2017 09:00:48 PM PST,,Product 11,No,Germany,384310,Name 1595,,Other
00001596,Description 1596,Closed,12/14/2017 09:00:48 PM PST,12/17/2017 10:55:19 PM PST,Product 12,No,Germany,N/A,Name 1596,"N/A, Complaint Closed Prior To This Field Implementation",Other
00001597,Description 1597,Canceled,12/12/2017 09:01:46 PM PST,,Product 13,No,Spain,N/A,Name 1597,,
00001598,Description 1598,Submitted,12/12/2017 09:01:57 PM PST,,Product 14,No,Ireland,1256,Name 1598,,
00001599,Description 1599,Submitted,12/12/2017 09:01:58 PM PST,,Product 15,No,United Kingdom,N/A,Name 1599,,Communication to System Issue
00001600,Description 1600,Closed,12/12/2017 09:02:06 PM PST,01/15/2018 01:49:56 AM PST,Product 16,No,Italy,N/A,Name 1600,"N/A, Complaint Closed Prior To This Field Implementation","Routine maintenance, calibrati"
00001601,Description 1601,Closed,12/12/2017 09:02:06 PM PST,01/15/2018 01:52:23 AM PST,Product 17,No,United Kingdom,984723,Name 1601,"N/A, Complaint Closed Prior To This Field Implementation",Other
